wikidata_id:ID(Player),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,height,mass,work_period_start,work_period_end,nickname,handedness,schools_attended
Q3702803,Darnell Mee,Darnell Mee,Australia; United States of America,Cleveland,English,male,11 February 1971,196 centimetre,175 pound,1993,2009,,,Western Kentucky University; Cleveland High School
Q5106697,Chris Goulding,Chris Goulding,Australia,Launceston,,male,24 October 1988,192 centimetre,92 kilogram,2006,,,,Brisbane State High School
Q5115076,Wayman Britt,Wayman Britt,United States of America,Wilson's Mills,English,male,31 August 1952,188 centimetre,185 pound,1976,1977,,,University of Michigan; Flint Northern High School
Q5140477,Cody Zeller,Cody Zeller,United States of America,Washington,English,male,05 October 1992,213 centimetre,240 pound,2013,,,,Washington High School; Indiana University Bloomington
Q62894989,Anthony Lamb,Anthony Lamb (basketball),United States of America,Rochester,,male,20 January 1998,198 centimetre,102 kilogram,,,,,Greece Athena High School; University of Vermont
Q5273132,Dick Lee,Dick Lee (basketball),United States of America,,English,male,,,,,,,,University of Washington
Q62764548,Terance Mann,Terance Mann,United States of America,Brooklyn,,male,18 October 1996,198 centimetre,98 kilogram,2019,,,,Florida State University; Tilton School
Q578662,John Rudometkin,John Rudometkin,United States of America,Santa Maria,English,male,06 June 1940,198 centimetre,93 kilogram,1962,1965,,,Santa Maria High School; Allan Hancock College; University of Southern California
Q579859,Steve Bardo,Stephen Bardo,United States of America,Henderson,English,male,05 April 1968,196 centimetre,86 kilogram,1990,2000,,,Carbondale Community High School; UIUC College of Media; University of Illinois at Urbana–Champaign
Q5090064,George Brown,George Brown (basketball),United States of America,Detroit,English,male,30 October 1935,198 centimetre,190 pound,1957,1958,,,Cass Technical High School; Wayne State University
Q62860683,Tyrese Maxey,Tyrese Maxey,United States of America,Dallas,,male,04 November 2000,1.88 metre,,,,,,South Garland High School; University of Kentucky
Q580808,Fred Hoiberg,Fred Hoiberg,United States of America,Lincoln,English,male,15 October 1972,193 centimetre,92 kilogram,1995,2005,,,Iowa State University; Ames High School
Q581408,Donnie Boyce,Donnie Boyce,United States of America,Chicago,English,male,02 September 1973,196 centimetre,89 kilogram,1995,2006,,,Proviso East High School; University of Colorado Boulder
Q2256877,Charles Smith,"Charles Smith (basketball, born 1965)",United States of America,Bridgeport,English,male,16 July 1965,205 centimetre,105 kilogram,1988,1997,,,University of Pittsburgh; Warren Harding High School
Q2275193,Mel Counts,Mel Counts,United States of America,Coos Bay,English,male,16 October 1941,213 centimetre,105 kilogram,1964,1976,,,Marshfield High School; Oregon State University
Q3700216,D. J. Kennedy,D. J. Kennedy,United States of America,Pittsburgh,,male,05 November 1989,196 centimetre,97 kilogram,2011,,,,St. John's University; Schenley High School
Q62869978,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,United States of America,Kansas City,,male,03 November 2000,,,,,,,Bishop Miege High School; Villanova University
Q3699432,Cuonzo Martin,Cuonzo Martin,United States of America,East St. Louis,English,male,23 September 1971,198 centimetre,98 kilogram,1995,1998,Zo,,East St. Louis Senior High School; Purdue University; East St. Louis Lincoln High School
Q3701374,Dan Langhi,Dan Langhi,United States of America,Chicago,English,male,28 November 1977,211 centimetre,220 pound,2000,2010,,,Marshall County High School; Vanderbilt University
Q3703027,Dave Deutsch,Dave Deutsch,United States of America,Brooklyn,English,male,13 May 1945,185 centimetre,77 kilogram,,,,,University of Rochester
Q3702067,Tex Ritter,Tex Ritter (basketball),United States of America,Richmond,English,male,26 February 1924,188 centimetre,185 pound,,1951,,,Madison High School
Q2273690,Jaren Jackson,Jaren Jackson,United States of America,New Orleans,English,male,27 October 1967,193 centimetre,86 kilogram,1989,2002,,,Georgetown University; Cohen College Prep High School
Q63190352,Tyrese Haliburton,Tyrese Haliburton,United States of America,Oshkosh,,male,29 February 2000,196 centimetre,172 pound,,,,,Oshkosh North High School; Iowa State University
Q62942517,Jared Harper,Jared Harper,United States of America,Mableton,,male,14 September 1997,180 centimetre,79 kilogram,2019,,,,Pebblebrook High School; Auburn University
Q580435,Eric Mobley,Eric Mobley,United States of America,The Bronx,English,male,01 February 1970,211 centimetre,107 kilogram,1994,1997,Emob; Mobes; The Beast,,John Philip Sousa Junior High School; University of Pittsburgh
Q2260799,Marcus Morris Sr.,Marcus Morris Sr.,United States of America,Philadelphia,,male,02 September 1989,206 centimetre,107 kilogram,2011,,,,University of Kansas
Q3702301,Danny Wagner,Danny Wagner,United States of America,Houston,English,male,01 August 1922,183 centimetre,77 kilogram,1947,1950,,,Schreiner University
Q3702816,Darrell Elston,Darrell Elston,United States of America,Tipton,English,male,15 August 1952,193 centimetre,190 pound,1974,1975,,,Indiana University Bloomington; University of North Carolina at Chapel Hill
Q3702822,Darrell Lockhart,Darrell Lockhart,United States of America,Thomaston,English,male,14 September 1960,206 centimetre,111 kilogram,,,,,Auburn University
Q3703037,Dave Lattin,Dave Lattin,United States of America,Houston,English,male,23 December 1943,198 centimetre,225 pound,1967,1973,,,Worthing High School; University of Texas at El Paso
Q5108090,Chris Smith,"Chris Smith (basketball, born 1987)",United States of America,Millstone Township,English,male,13 October 1987,188 centimetre,91 kilogram,2012,,,,Manhattan College; Saint Benedict's Preparatory School; Lakewood High School
Q3696461,Craig Neal,Craig Neal,United States of America,Muncie,English,male,16 February 1964,196 centimetre,165 pound,1988,1995,Noodles,,Washington High School; Georgia Tech
Q3699246,Whitey Von Nieda,Whitey Von Nieda,United States of America,Ephrata,English,male,19 June 1922,185 centimetre,77 kilogram,1946,1953,,,Ephrata High School
Q3701360,Dan Godfread,Dan Godfread,United States of America,Fort Wayne,English,male,14 June 1967,208 centimetre,250 pound,,,,,University of Evansville
Q580031,Gustavo Ayón,Gustavo Ay%C3%B3n,Mexico,Tepic,,male,01 April 1985,208 centimetre,113 kilogram,2006,,,,Universidad Popular Autónoma del Estado de Puebla
Q581074,Lawrence Moten,Lawrence Moten,United States of America,"Washington, D.C.",English,male,25 March 1972,196 centimetre,84 kilogram,1995,2006,Sam; Little Sam; Poetry,,New Hampton School; Syracuse University; Archbishop Carroll High School
Q581976,Mario Elie,Mario Elie,United States of America,New York City,English,male,26 November 1963,196 centimetre,95 kilogram,1986,2001,,,Power Memorial Academy
Q586182,Wilson Washington,Wilson Washington,United States of America,Norfolk,English,male,03 August 1955,206 centimetre,103 kilogram,1977,1983,,,Booker T. Washington High School; University of Maryland
Q5255286,Demetrius Calip,Demetrius Calip,United States of America,Flint,English,male,18 November 1969,185 centimetre,75 kilogram,,,,,University of Michigan
Q3701018,Dale Hamilton,Dale Hamilton,United States of America,Fort Wayne,English,male,16 August 1919,183 centimetre,82 kilogram,,,,,Franklin College
Q583966,Greg Kelser,Greg Kelser,United States of America,Panama City,English,male,17 September 1957,201 centimetre,86 kilogram,1979,1985,,,Henry Ford High School; Michigan State University
Q601776,Antonio Davis,Antonio Davis,United States of America,Oakland,English,male,31 October 1968,206 centimetre,111 kilogram,1990,2006,,,University of Texas at El Paso; McClymonds High School
Q3714596,Doug Lee,Doug Lee (basketball),United States of America,Washington,English,male,24 October 1964,196 centimetre,200 pound,1988,2000,,,Texas A&M University
Q3715641,Duane Ferrell,Duane Ferrell,United States of America,Baltimore,English,male,28 February 1965,201 centimetre,95 kilogram,1988,1999,Paco,,Georgia Tech; Calvert Hall College High School
Q3716813,Dwayne McClain,Dwayne McClain,United States of America,Worcester,English,male,07 February 1963,198 centimetre,185 pound,1985,1997,,,Villanova University; Holy Name Central Catholic High School
Q3718626,Al Beard,Al Beard,United States of America,Fort Valley,English,male,27 April 1942,206 centimetre,200 pound,1967,1968,,,Norfolk State University
Q3718844,Ed Fleming,Ed Fleming,United States of America,Pittsburgh,English,male,25 July 1933,190 centimetre,189 pound,1955,1964,,,Westinghouse High School; Niagara University
Q3718845,Ed Gayda,Ed Gayda,United States of America,Hoquiam,English,male,11 May 1927,193 centimetre,95 kilogram,1950,1951,,,Washington State University; Hoquiam High School
Q3718942,Eddie Lee Wilkins,Eddie Lee Wilkins,United States of America,Cartersville,English,male,07 May 1962,208 centimetre,220 pound,,1993,,,Cass High School
Q3714021,Donny Marshall,Donny Marshall,United States of America,Detroit,English,male,17 July 1972,201 centimetre,230 pound,1995,2003,,,Federal Way High School; University of Connecticut
Q3714043,Dontonio Wingfield,Dontonio Wingfield,United States of America,Albany,English,male,23 June 1974,203 centimetre,256 pound,1994,1998,,,University of Cincinnati; University of Cincinnati; Westover Comprehensive High School
Q3718504,Tyrone Britt,Tyrone Britt,United States of America,Philadelphia,English,male,18 April 1944,193 centimetre,190 pound,1967,1968,,,Edison/Fareira High School
Q3718835,Ed Burton,Ed Burton,United States of America,Blytheville,English,male,13 August 1939,198 centimetre,102 kilogram,,,,,Michigan State University
Q3718829,Edward Bartels,Edward Bartels,United States of America,New York City,English,male,08 October 1925,196 centimetre,195 pound,1949,1951,,,North Carolina State University
Q3718875,Ed Tapscott,Ed Tapscott,United States of America,"Washington, D.C.",English,male,11 June 1953,,,,,,,Sidwell Friends School; Tufts University
Q3718872,Ed Sherod,Edmund Sherod,United States of America,Richmond,English,male,13 September 1959,188 centimetre,77 kilogram,,,,,
Q3718868,John Arthurs,John Arthurs,United States of America,New Orleans,English,male,15 August 1947,193 centimetre,185 pound,,,,,Tulane University; De La Salle High School
Q5318021,Dwayne Polee,Dwayne Polee,United States of America,Los Angeles,English,male,02 March 1963,196 centimetre,82 kilogram,1986,1991,,,"University of Nevada, Las Vegas; Manual Arts High School"
Q5325864,"Earl G. Graves, Jr.",Earl G. Graves Jr.,United States of America,Scarsdale,,male,05 January 1962,190 centimetre,91 kilogram,,,,,Harvard University; Yale University; Harvard Business School; Scarsdale High School
Q3713563,Don Martin,Don Martin (basketball),United States of America,Poplar Bluff,English,male,07 February 1920,201 centimetre,210 pound,,,,,University of Central Missouri
Q2318756,Kenny Walker,Kenny Walker (basketball),United States of America,Roberta,English,male,18 August 1964,203 centimetre,95 kilogram,1986,1997,Sky; Sky Skillet,,University of Kentucky; Crawford County High School
Q2317038,Peter John Ramos,Peter John Ramos,Puerto Rico,Fajardo,,male,23 May 1985,221 centimetre,125 kilogram,2001,,,,
Q5482711,Skippy Whitaker,Skippy Whitaker,United States of America,Louisville,English,male,29 August 1930,185 centimetre,180 pound,,,,,University of Kentucky; Sarasota High School
Q65969713,Jeremiah Martin,Jeremiah Martin,United States of America,Memphis,,male,19 June 1996,191 centimetre,84 kilogram; 185 pound,2019,,,,University of Memphis; Mitchell High School
Q2317014,Jason Hart,Jason Hart (basketball),United States of America,Los Angeles,English,male,29 April 1978,191 centimetre,180 pound,2000,2010,,,Inglewood High School; Syracuse University
Q3713573,Don Otten,Don Otten,United States of America,Bellefontaine,English,male,18 April 1921,208 centimetre,240 pound,1946,1953,,,Bellefontaine High School
Q3713590,Don Rehfeldt,Don Rehfeldt,United States of America,Chicago,English,male,07 January 1927,201 centimetre,210 pound,1950,1952,,,University of Wisconsin–Madison; Amundsen High School
Q3713631,Donald Hodge,Donald Hodge (basketball),United States of America,"Washington, D.C.",English,male,25 February 1969,213 centimetre,104 kilogram,,,,,Temple University
Q3714040,Dontell Jefferson,Dontell Jefferson,United States of America,Cordele,English,male,15 December 1983,196 centimetre,88 kilogram,2006,,,,Stephenson High School; University of Arkansas
Q3714270,Dorie Murrey,Dorie Murrey,United States of America,Detroit,English,male,07 September 1943,203 centimetre,215 pound,1966,1972,,,University of Detroit Mercy; Cass Technical High School
Q66133404,Alperen Şengün,Alperen %C5%9Eeng%C3%BCn,Turkey,Giresun,Turkish,male,25 July 2002,2.08 metre,,2012,,,,
Q3716817,Dwayne Washington,Dwayne Washington (basketball),United States of America,Brooklyn,English,male,06 January 1964,188 centimetre,86 kilogram,1986,1991,,,Syracuse University; Boys and Girls High School
Q599161,Ben Coleman,Ben Coleman (basketball),United States of America,Minneapolis,English,male,14 November 1961,206 centimetre,107 kilogram,1984,1997,,,University of Maryland; University of Minnesota; North Community High School
Q600960,Peter Verhoeven,Peter Verhoeven,United States of America,Hanford,English,male,15 February 1959,206 centimetre,98 kilogram,1981,1989,,,"Hanford Joint Union High School District; California State University, Fresno"
Q5316144,Roger Burkman,Roger Burkman,United States of America,Indianapolis,English,male,22 May 1958,196 centimetre,79 kilogram,1981,1982,,,University of Louisville; Franklin Central High School
Q3718874,Ed Stanczak,Ed Stanczak,United States of America,Fort Wayne,English,male,15 August 1921,185 centimetre,185 pound,1946,1951,,,
Q5397323,John Morrison,John Morrison (basketball),United States of America,Roselle Park,English,male,02 May 1945,188 centimetre,190 pound,,,,,Canisius University
Q5480389,Dominic Pressley,Dominic Pressley,United States of America,"Washington, D.C.",English,male,30 May 1964,188 centimetre,170 pound,,,,,Boston College
